Core	Longitude	Latitude	Depth	RecentDate	OldestDate	Proxy	Species	Reference
V17-179	-58.07	46.52	455	1.07	14.31	Planktonic foraminifera	Neogloboquadrina pachyderma sinistral	Keigwin and jones, 1995
V19-27	-82.07	-0.47	1373	0.54	377.8	Benthic foraminifera	Benthic foraminifers	Imbrie et al., 1992
V19-27	-82.07	-0.47	1373	0.79	29.84	Planktonic foraminifera	Globigerinoides sacculifer	Koutavas and lynch-stieglitz, 2003
V19-27	-82.07	-0.47	1373	0.79	29.84	Planktonic foraminifera	Globigerinoides ruber	Koutavas and lynch-stieglitz, 2003
V19-28	-84.65	-2.37	2720	1.67	32.84	Planktonic foraminifera	Globigerinoides ruber white	Koutavas et al., 2012
V19-30	-83.35	-3.35	3091	0	340.3	Benthic foraminifera	Benthic foraminifers	Imbrie et al., 1992
V19-30	-83.35	-3.35	3091	0	338.8	Benthic foraminifera	Uvigerina	?
V19-30	-83.35	-3.35	3091	0	342.3	Benthic foraminifera	Uvigerina	Shackleton and pisias (1985)
V19-30	-83.35	-3.35	3091	0	342.3	Planktonic foraminifera	Neogloboquadrina dutertrei	Shackleton and pisias (1985)
V21-29	-83.93	-3.58	2720	1.06	22.39	Planktonic foraminifera	Globigerinoides sacculifer	Koutavas and lynch-stieglitz, 2003
V21-30	-89.68	-1.22	617	1.66	31.16	Planktonic foraminifera	Globigerinoides ruber	Koutavas and lynch-stieglitz, 2003
V21-30	-89.68	-1.22	617	0.96	32.56	Planktonic foraminifera	Globigerinoides ruber white	Koutavas et al., 2012
V21-40	-106.77	-5.52	3182	2.25	34.64	Planktonic foraminifera	Globigerinoides sacculifer	Koutavas and lynch-stieglitz, 2003
V21-40	-106.77	-5.52	3182	2.25	34.64	Planktonic foraminifera	Globigerinoides ruber	Koutavas and lynch-stieglitz, 2003
V27-60	8.58	72.18	2525	1	143	Planktonic foraminifera	"""forams"""	Mesures shackleton
V27-60	8.58	72.18	2525	1	143	Benthic foraminifera	benthics	Mesures shackleton
V27-60	8.58	72.18	2525	1	143	Planktonic foraminifera	Neogloboquadrina pachyderma left	Mesures shackleton
V28-134	-85.43	6.9	2434	1.5	30.03	Planktonic foraminifera	Globigerinoides ruber white	Koutavas et al., 2012
V29-135	8.88	-19.7	2675	0.74	57.6	Benthic foraminifera	Cibicidoides wuellerstorfi	Sarnthein, michael; winn, kyaw; jung, simon; duplessy, jean-claude; labeyrie, laurent; erlenkeuser, helmut; ganssen, gerald (1994): changes in east atlantic deepwater circulation over the last 30,000 years: eight time slice reconstructions, paleoceanography, 9(2), 209-267, doi:10.1029/93pa03301
V29-135	8.88	-19.7	2675	0.1	57.6	Benthic foraminifera	Globigerina bulloides	Sarnthein, michael; winn, kyaw; jung, simon; duplessy, jean-claude; labeyrie, laurent; erlenkeuser, helmut; ganssen, gerald (1994): changes in east atlantic deepwater circulation over the last 30,000 years: eight time slice reconstructions, paleoceanography, 9(2), 209-267, doi:10.1029/93pa03301
V29-135	8.88	-19.7	2675	0.74	57.6	Benthic foraminifera	Uvigerina peregrina	Sarnthein, michael; winn, kyaw; jung, simon; duplessy, jean-claude; labeyrie, laurent; erlenkeuser, helmut; ganssen, gerald (1994): changes in east atlantic deepwater circulation over the last 30,000 years: eight time slice reconstructions, paleoceanography, 9(2), 209-267, doi:10.1029/93pa03301
V30-101K	-32.5	44.1	3519	0	11.58	Benthic foraminifera	Benthics	Mix and fairbanks, 1985
V30-40	-23.15	-0.2	3706	1.5	22.4	Benthic foraminifera	Cibicides cibicides in oppo et fairbanks, epsl, 86, 1-15, 1987	Oppo and fairbanks (1987, epsl, 86, 1-15)
V30-97	-32.93	41	3371	14.1	135	Benthic foraminifera	Benthics	Gif (mix and fairbanks, 1985)
V35-05	112.08	7.2	1953	0.2	24.7	Benthic foraminifera	Cibicides	Andree et al., 1986 / oppo and fairbanks 1987
VINO-37GGC	167.73	50.42	3300	3.87	23.2	Benthic foraminifera	Hispid uvigerina	Keigwin, 1998
VINO-37GGC	167.73	50.42	3300	3.87	5.48	Benthic foraminifera	Uvigerina peregrina	Keigwin, 1998
VINO-37GGC	167.73	50.42	3300	3.87	23.2	Benthic foraminifera	Cibicidoides spp.	Keigwin, 1998
VINO-37GGC	167.73	50.42	3300	3.87	23.2	Planktonic foraminifera	Neogloboquadrina pachyderma sinistral and dextral	Keigwin, 1998
VM28-122	-78.68	11.93	3623	2.78	41.04	Planktonic foraminifera	Globigerinoides ruber	Schmidt et al., 2004
VM29-191 merged with MC52	-16.78	54.27	2370	0	10.79	Planktonic foraminifera	Neogloboquadrina pachyderma dextral	Bond et al., 2001
W167-79GGC	-83.58	24.6	530	0	5.21	Planktonic foraminifera	Globigerinoides ruber	Lund and curry 2004
W167-79GGC	-83.58	24.6	530	0	5.21	Planktonic foraminifera	Globigerinoides ruber	Lund and curry, 2006
WIND 28K	51.01	-10.15	4157	4.33	67.53	Planktonic foraminifera	Globigerinoides ruber	Kiefer, 2006
WIND 28K	51.01	-10.15	4157	4.33	67.53	Planktonic foraminifera	Neogloboquadrina dutertrei	Kiefer, 2006
WIND 28K	51.01	-10.15	4157	4.33	67.53	Benthic foraminifera	Cibicidoides wuellerstorfi	Kiefer, 2006
