Core	Longitude	Latitude	Depth	RecentDate	OldestDate	Proxy	Species	Reference
MD07-3128	-75.57	-52.66	1032	2.46	58.04	Planktonic foraminifera	Neogloboquadrina pachyderma	CaniupÃƒÂ¡n et al., 2011
MD81-LC21	26.58	35.66	1522	0.08	156.73	Planktonic foraminifera	Globigerinoides ruber (white)	Grant et al., 2012
MD81-LC21	26.58	35.66	1522	5.17	156.73	Planktonic foraminifera	Neogloboquadrine pachyderma (dextral)	Grant et al., 2012
MD84-527	51.19	-43.49	3262	1	143.67	Planktonic foraminifera	Neogloboquadrina pachyderma sinistral	Pichon et al., 1992
MD84-527	51.19	-43.49	3262	1	143.67	Benthic foraminifera	Benthics	Pichon et al., 1992
MD84-551	73.17	-55.01	2230	0.8	164.67	Planktonic foraminifera	Planktics	Pichon et al., 1992
MD88-769	90.11	-46.07	3420	4.24	30.15	Benthic foraminifera	Uvigerina	Rosenthal et al., 1997
MD88-769	90.11	-46.07	3420	4.24	30.15	Benthic foraminifera	Cibicides wuellestorfi	Rosenthal et al., 1997
MD90-0963	73.53	5.04	2446	6	902.2	Planktonic foraminifera	Globigerinoides ruber	Bassinot et al., 1994
MD90-0963	73.53	5.04	2446	6	890	Planktonic foraminifera	Stack	Bassinot et al., 1994
MD94-101	79.42	-42.5	2920	10.1	254.79	Planktonic foraminifera	Globigerina bulloides(250-315 Ã‚Âµ)	Gif
MD94-101	79.42	-42.5	2920	10.5	435	Benthic foraminifera	Cibicides uncalibrated	Gif
MD95-2006	-10.06	57.02	2130	39.96	56.37	Benthic foraminifera	Cibicidoides wuellerstorfi	Dickson et al., 2008
MD95-2006	-10.06	57.02	2130	39.96	56.37	Planktonic foraminifera	Globigerina bulloides	Dickson et al., 2008
MD95-2006	-10.06	57.02	2130	39.96	56.37	Planktonic foraminifera	Neogloboquadrina pachyderma	Dickson et al., 2008
MD95-2010	4.57	66.68	1226	110.1	133.99	Benthic foraminifera	Benthics	Govin et al., 2012
MD95-2010	4.57	66.68	1226	10.31	158.09	Planktonic foraminifera	Neogloboquadrina pachyderma senestral	Risebrobakken et al. 2005 & 2007
MD95-2010	4.57	66.68	1226	10.31	158.09	Benthic foraminifera	Cassidulina teretis	Risebrobakken et al. 2005 & 2007
MD95-2010	4.57	66.68	1226	10.31	158.09	Benthic foraminifera	Cibicides wuellerstorfi	Risebrobakken et al. 2005 & 2007
MD95-2010	4.57	66.68	1226	10.31	158.09	Benthic foraminifera	Oridorsalis umbonata	Risebrobakken et al. 2005 & 2007
MD95-2011	7.64	66.97	1048	0.53	13.7	Planktonic foraminifera	Neogloboquadrina pachyderma dextre	Risebrobakken et al., 2003
MD95-2011	7.64	66.97	1048	0.53	13.7	Planktonic foraminifera	Neogloboquadrina pachyderma senestral	Risebrobakken et al., 2003
MD95-2011	7.64	66.97	1048	0.53	13.7	Benthic foraminifera	Cassidulina teretis	Risebrobakken et al., 2003
MD95-2037	-32.03	37.09	2159	0.7	20.65	Benthic foraminifera	Cibicides	Gif
MD95-2039	-10.35	40.58	3381	0	142.28	Planktonic foraminifera	Globigerina bulloides	Schanfeld et al., 2003
MD95-2040	-9.86	40.58	2465	0	141.04	Planktonic foraminifera	Globigerina bulloides	Schanfeld et al., 2003
MD95-2040	-9.86	40.58	2465	14.87	31.35	Planktonic foraminifera	Neogloboquadrina pachyderma dextral	Voelker et al., 2009
MD95-2040	-9.86	40.58	2465	14.87	31.35	Planktonic foraminifera	Globorotalia inflata	Voelker et al., 2009
MD95-2040	-9.86	40.58	2465	14.87	31.35	Planktonic foraminifera	Globigerinoides ruber	Voelker et al., 2009
MD95-2040	-9.86	40.58	2465	14.87	31.35	Planktonic foraminifera	Globorotalia scitula	Voelker et al., 2009
MD95-2040	-9.86	40.58	2465	14.87	31.35	Planktonic foraminifera	Globorotalia truncatulinoides dextral	Voelker et al., 2009
MD95-2040	-9.86	40.58	2465	14.87	31.35	Planktonic foraminifera	Neogloboquadrina pachyderma senestral	Voelker et al., 2009
MD95-2041	-9.51	37.83	1123	14.5	28.86	Planktonic foraminifera	Globorotalia inflata	Voelker et al., 2009
MD95-2041	-9.51	37.83	1123	14.5	28.86	Planktonic foraminifera	Globorotalia scitula	Voelker et al., 2009
MD95-2041	-9.51	37.83	1123	14.5	28.86	Planktonic foraminifera	Globorotalia truncatulinoides dextral	Voelker et al., 2009
MD95-2041	-9.51	37.83	1123	14.5	14.5	Planktonic foraminifera	Globorotalia truncatulinoides sinistral	Voelker et al., 2009
MD95-2041	-9.51	37.83	1123	14.5	28.86	Planktonic foraminifera	Neogloboquadrina pachyderma senestral	Voelker et al., 2009
MD95-2041	-9.51	37.83	1123	14.5	28.86	Planktonic foraminifera	Neogloboquadrina pachyderma dextral	Voelker et al., 2009
MD95-2041	-9.51	37.83	1123	14.5	28.86	Planktonic foraminifera	Globigerinoides ruber	Voelker et al., 2009
MD95-2042	-10.16	37.8	3146	110.05	132.1	Planktonic foraminifera	Globigerina bulloides	Govin et al., 2012
MD95-2042	-10.16	37.8	3146	110.05	132.1	Benthic foraminifera	Mixed benthics	Govin et al., 2012
MD95-2043	-2.62	36.14	1841	1.01	51.38	Planktonic foraminifera	Globigerina bulloides	Cacho et al., 1999
MD95-2043	-2.62	36.14	1841	1.01	51.38	Planktonic foraminifera	Globigerina bulloides	Cacho et al., 2001
MD96-2086	12.14	-25.81	3598	4.02	250.8	Benthic foraminifera	Cibicidoides wuellerstorfi	Pichevin et al., 2005
MD96-2098	12.63	-25.6	2910	6	193.25	Benthic foraminifera	Cibicidoides wuellerstorfi	Pichevin et al., 2005
MD97-2138	146.23	1.42	1960	3.67	30.09	Planktonic foraminifera	Globigerinoides sacculifer	De garidel-thoron et al., 2007
MD97-2138	146.23	1.42	1960	3.67	30.09	Planktonic foraminifera	Globigerinoides ruber	De garidel-thoron et al., 2007
MD97-2140	141.77	2.03	2547	6	1755	Planktonic foraminifera	Globigerinoides ruber	De garidel-thoron et al., 2005
MD97-2141	-10.13	37.57	2656	4.29	395	Planktonic foraminifera	Globigerinoides ruber	Oppo et al., 2003 b
MD97-2141	-10.13	37.57	2656	4.29	146.44	Planktonic foraminifera	Globigerinoides ruber	Rosenthal et al., 2003
MD98-2160	117.49	-5.2	1185	0.11	0.95	Planktonic foraminifera	Globigerinoides ruber	Newton et al.,2006
MD98-2160	117.49	-5.2	1185	0.13	0.95	Planktonic foraminifera	Globigerinoides ruber	Oppo, 2009
MD98-2170	125.39	-10.59	832	0	14.58	Planktonic foraminifera	Globigerinoides ruber	Stott et al., 2004
MD98-2170	125.39	-10.59	832	1.8	21.92	Planktonic foraminifera	Globigerinoides ruber	Stott et al., 2007
MD98-2176	133.44	-5	2382	0.14	14.83	Planktonic foraminifera	Globigerinoides ruber	Stott et al., 2004
MD98-2176	133.44	-5	2382	0.13	21.01	Planktonic foraminifera	Globigerinoides ruber	Stott et al., 2007
MD98-2181	125.82	6.3	2114	28.87	57.61	Planktonic foraminifera	Globigerinoides ruber	Saikku et al., 2009
MD98-2181	125.82	6.3	2114	29.91	58.65	Benthic foraminifera	Uvigerina hispida	Saikku et al., 2009
MD98-2181	125.82	6.3	2114	0.1	67.59	Planktonic foraminifera	Globigerinoides ruber	Stott et al., 2002
MD98-2181	125.82	6.3	2114	0.13	67.1	Planktonic foraminifera	Globigerinoides sacculifer	Stott et al., 2002
MD98-2181	125.82	6.3	2114	0.01	14.92	Planktonic foraminifera	Globigerinoides ruber	Stott et al., 2004
MD98-2181	125.82	6.3	2114	0	21.87	Planktonic foraminifera	Globigerinoides ruber	Stott et al., 2007
MD98-2181	125.82	6.3	2114	16.89	19.63	Benthic foraminifera	Uvigerina sp.1	Stott et al., 2007
MD98-2181	125.82	6.3	2114	10.04	21.31	Benthic foraminifera	Cibicidoides mundulus	Stott et al., 2007
MD98-2181	125.82	6.3	2114	10.04	21.31	Benthic foraminifera	Cibicidoides mundulus adjusted	Stott et al., 2007
MD98-2181	125.82	6.3	2114	16.19	17.41	Benthic foraminifera	Cibicidoides wuellerstorfi adjusted	Stott et al., 2007
MD98-2181	125.82	6.3	2114	16.19	19.14	Benthic foraminifera	Cibicidoides wuellerstorfi	Stott et al., 2007
MD98-2181	125.82	6.3	2114	16.45	17.41	Benthic foraminifera	Uvigerina hispida	Stott et al., 2007
MD98-2181	125.82	6.3	2114	17.23	17.41	Benthic foraminifera	Costata	Stott et al., 2007
MD98-2181	125.82	6.3	2114	16.89	21.87	Benthic foraminifera	Uvigerina sp.2	Stott et al., 2007
MD99-2209	-76.39	38.88	26	0.29	7.06	Benthic foraminifera	Elphidium	Cronin et al., 2005
MD99-2251	-27.9	57.46	2620	7.2	9.19	Planktonic foraminifera	Globigerina bulloides	Ellison et al., 2006
MD99-2263	-24.2	66.68	235	0.1	1.6	Benthic foraminifera	"""benthics"""	Axford et al., 2011. 
MD99-2263	-24.2	66.68	235	0.1	1.6	Planktonic foraminifera	"""planktonics"""	Axford et al., 2011. 
MD99-2275	-17.7	66.55	470	0.06	2.16	Planktonic foraminifera	Neogloboquadrina pachyderma senestral	EirÃƒÂ­ksson 2006
MD99-2281	-9.46	60.34	1197	11.17	41.39	Planktonic foraminifera	Neogloboquadrina pachyderma left 200-250Ã‚Âµ	Gif
MD99-2281	-9.46	60.34	1197	11.17	41.39	Planktonic foraminifera	Cibicides pachyderma >250Ã‚Âµ	Gif
MD99-2303	8.4	77.52	2325	7	328	Planktonic foraminifera	Neogloboquadrina pachyderma s	Risebrobakken et al. 2005 & 2007 (not fully published)
MD99-2303	8.4	77.52	2325	7	328	Benthic foraminifera	Oridorsalis umbonatus	Risebrobakken et al. 2005 & 2007 (not fully published)
MD99-2303	8.4	77.52	2325	7	328	Benthic foraminifera	Oridorsalis umbonatus (vital effect corrected)	Risebrobakken et al. 2005 & 2007 (not fully published)
MD99-2303	8.4	77.52	2325	7	328	Benthic foraminifera	Cibicides wuellerstorfi	Risebrobakken et al. 2005 & 2007 (not fully published)
MD99-2303	8.4	77.52	2325	7	328	Benthic foraminifera	Cibicides wuellerstorfi (vital effect corrected)	Risebrobakken et al. 2005 & 2007 (not fully published)
MD99-2304	9.95	77.62	1348	0.65	130	Planktonic foraminifera	Neogloboquadrina pachyderma s	Risebrobakken et al. 2005 & 2007 (not fully published)
MD99-2304	9.95	77.62	1348	27.12	115.08	Benthic foraminifera	Cassidulina teretis	Risebrobakken et al. 2005 & 2007 (not fully published)
MD99-2304	9.95	77.62	1348	112.99	128.95	Benthic foraminifera	Cibicides wuellerstorfi	Risebrobakken et al. 2005 & 2007 (not fully published)
MD99-2305	15.3	77.78	110	0.44	11.14	Benthic foraminifera	Cassidulina reniforme	Hald et al., 2004
MD99-2331	-9.68	42.15	2120	65	135.55	Planktonic foraminifera	Planktonic foraminifers	Sanchez goni et al., 2005
MD99-2331	-9.68	42.15	2120	65	135.55	Benthic foraminifera	Benthic foraminifers	Sanchez goni et al., 2005
MD99-2336	-8.26	36.72	690	13.16	20.06	Planktonic foraminifera	Globigerinoides ruber	Voelker et al., 2009
MD99-2336	-8.26	36.72	690	13.16	20.06	Benthic foraminifera	Globorotalia truncatulinoides	Voelker et al., 2009
MD99-2339	-7.53	35.89	1177	0.52	47.07	Benthic foraminifera	Uvigerina spp.	Voelker et al., 2006
MD99-2339	-7.53	35.89	1177	20.06	47.02	Benthic foraminifera	Cibicides spp.	Voelker et al., 2006
MD99-2339	-7.53	35.89	1177	0.52	47.07	Planktonic foraminifera	Neogloboquadrina pachyderma	Voelker et al., 2006
MD99-2339	-7.53	35.89	1177	1.12	46.34	Benthic foraminifera	Cibicides lobatulus	Voelker et al., 2006
MD99-2343 (98)	4.03	40.5	2391	0.06	52.48	Planktonic foraminifera	Globigerina bulloides	Frigola et al., 2008
MD99-2343 (98)	4.03	40.5	2391	10.97	52.14	Benthic foraminifera	Cibicidoides pachyderma	Frigola et al., 2008
ME0005A-43JC	-83.61	7.86	1368	0.49	28.29	Planktonic foraminifera	Neogloboquadrina dutertrei	Benway et al., 2006
ME0005A-43JC	-83.61	7.86	1368	0.49	28.29	Planktonic foraminifera	Globigerinoides ruber	Benway et al., 2006
MSM05/5_712-2	6.77	78.92	1389	0.42	8.84	Planktonic foraminifera	Turborotalita quinqueloba	Werner et al., 2013
MSM05/5_712-2	6.77	78.92	1389	0.42	8.84	Planktonic foraminifera	Neogloboquadrina pachyderma sinistral	Werner et al., 2013
MSM05/5_712-2	6.77	78.92	1389	0.42	8.84	Benthic foraminifera	Cibicidoides wuellerstorfi	Werner et al., 2013
MW91-9 GGC15	158.95	-0.03	2311	3.57	29.84	Planktonic foraminifera	Globigerinoides ruber	Patrick and thunnel, 1997
MW91-9 GGC15	158.95	-0.03	2311	3.57	29.84	Planktonic foraminifera	Neogloboquadrina dutertrei	Patrick and thunnel, 1997
MW91-9 GGC15	158.95	-0.03	2311	3.57	29.84	Planktonic foraminifera	Globorotalia menardii	Patrick and thunnel, 1997
MW91-9 GGC15	158.95	-0.03	2311	3.57	29.84	Planktonic foraminifera	Pulleniatina obliquiloculata	Patrick and thunnel, 1997
MW91-9 GGC15	158.95	-0.03	2311	3.57	29.84	Planktonic foraminifera	Globigerinoides sacculifer	Patrick and thunnel, 1997
MW91-9 GGC15	158.95	-0.03	2311	3.57	29.84	Planktonic foraminifera	Globorotalia inflata	Patrick and thunnel, 1997
MW91-9 GGC15	158.95	-0.03	2311	3.7	53	Benthic foraminifera	Cibs+ cibicides wuellerstorfi	Yu et al., 2010
MW91-9 GGC48	161	0	3400	3.7	53	Benthic foraminifera	Cibs+ cibicides wuellerstorfi	Yu et al., 2010
NANTUCKET	-69.67	40.67	54	-0.02	-0.01	Mollusc	Arctica islandica	Weidman and jones., 1994
NEAP18K	-30.35	52.77	3275	55.27	126	Benthic foraminifera	Cib	Chapman and shackleton, 1999
NEAP18K	-30.35	52.77	3275	55.27	126	Planktonic foraminifera	Globigerina bulloides	Chapman and shackleton, 1999
NH15P	-106.47	22.68	420	1.13	112	Benthic foraminifera	Bolivina spp.	Ganeshram et al., 1998
NH22P	-106.52	23.52	2025	3.35	139	Benthic foraminifera	Uvigerina spp.	Ganeshram et al., 1998
NH8P	-107.07	22.39	1018	1.64	50.2	Benthic foraminifera	Bolivina spp.	Ganeshram et al., 1998
NIOP 455	65.95	23.55	1002	9	118.07	Planktonic foraminifera	Neogloboquadrina dutertrei	Reichart et al., 1998
NIOP 455	65.95	23.55	1002	9	51.75	Planktonic foraminifera	Globigerinoides sacculifer	Reichart et al., 1998
NIOP 464	63.58	22.25	1470	9.5	226	Planktonic foraminifera	Neogloboquadrina dutertrei	Reichart et al., 1998
NIOP 497	57.95	17.45	1885	6.2	175.7	Planktonic foraminifera	Neogloboquadrina dutertrei	Reichart et al., 1998
NIOP 905	51.95	10.77	1580	0.96	87.58	Benthic foraminifera	Cibicides kullenbergi	Jung et al., 2009
OCE205-2-100GGC	-78.03	26.07	1057	0	27.1	Benthic foraminifera	Cibicidoides spp.	Came et al., 2007 b
OCE326 26GGC	-54.86	43.48	3975	1.78	9.27	Benthic foraminifera	Cibicidoides wuellerstorfi	Keigwin et al., 2005
OCE326 26GGC	-54.86	43.48	3975	1.78	10.89	Planktonic foraminifera	Neogloboquadrina pachyderma senestral	Keigwin et al., 2005
OCE326 MC25B	-54.86	43.48	3890	0.02	1.7	Benthic foraminifera	Cibicidoides wuellerstorfi	Keigwin et al., 2005
OCE326 MC25B	-54.86	43.48	3890	0.02	1.7	Planktonic foraminifera	Neogloboquadrina pachyderma left	Keigwin et al., 2005
OCE326-GGC5	-57.58	33.7	4550	0.57	19.91	Planktonic foraminifera	Globigerinoides ruber	Carlson et al., 2008
OCE326-GGC5	-57.58	33.7	4550	0.57	20.02	Planktonic foraminifera	Globorotalia inflata	Mcmanus et al., 2004
OCE3326-14GGC	-55.83	43.06	3525	10.02	17.41	Planktonic foraminifera	Neogloboquadrina pachyderma s	Keigwin et al., 2005
ODP 1012	-118.38	32.28	1772.3	2.05	508.33	Benthic foraminifera	Cibicoides and or Uvigerina	Herbert et al., 2001
ODP 1014	-119.98	32.83	1165.8	0	187.24	Planktonic foraminifera	Globigerina bulloides	Hendy and kennett, 2000
ODP 1014	-119.98	32.83	1165.8	0	187.24	Benthic foraminifera	Uvigerina spp.	Hendy and kennett, 2000
ODP 1018	-123.27	36.98	2477	2.68	546	Unknown	All species	Lyle et al., 2010
ODP 1018	-123.27	36.98	2477	7.37	546	Unknown	Species 2	Lyle et al., 2010
ODP 1018	-123.27	36.98	2477	64.85	546	Unknown	Species 3	Lyle et al., 2010
ODP 1018	-123.27	36.98	2477	287.38	538.36	Unknown	Species 4	Lyle et al., 2010
ODP 1020	-126.43	41.01	3039	3.5	813.2	Benthic foraminifera	Benthic	Herbert et al., 2001
ODP 1059	-75.42	31.67	2985.1	7.37	87.65	Benthic foraminifera	Cibicidoides sp	Hagen and keigwin, 2002
ODP 1059	-75.42	31.67	2985.1	7.37	87.65	Planktonic foraminifera	Globigerinoides ruber	Hagen and keigwin, 2002
ODP 1059	-75.42	31.67	2985.1	7.37	87.65	Benthic foraminifera	Uvigerina peregrina	Hagen and keigwin, 2002
ODP 1059	-75.42	31.67	2985	64.65	163.81	Benthic foraminifera	Cibicidoides wuellerstorfi	Heusser and oppo 2003
ODP 1059	-75.42	31.67	2985	55	267.26	Planktonic foraminifera	Globigerinoides ruber	Heusser and oppo 2003
ODP 1059	-75.42	31.67	2985	64.92	107.58	Benthic foraminifera	Cibicidoides sp	Heusser and oppo 2003
ODP 1059	-75.42	31.67	2985	116.69	119.81	Benthic foraminifera	Cibicidoides kullenbergi	Heusser and oppo 2003
ODP 1059	-75.42	31.67	2985	68.92	156.14	Benthic foraminifera	Cibicidoides wuellerstorfi	Oppo et al., 2001
ODP 1059	-75.42	31.67	2985	68.92	156.14	Planktonic foraminifera	Globigerinoides ruber	Oppo et al., 2001
ODP 1060	-74.47	30.76	3480	26.33	62.46	Benthic foraminifera	Uvigerina peregrina	Hoogakker et al., 2007 / vautravers et al., 2004
ODP 1060	-74.47	30.76	3480	45.88	59.21	Planktonic foraminifera	Globigerinoides ruber	Schmidt et al., 2006b
ODP 1078C	13.4	-11.92	426	0.02	21.98	Benthic foraminifera	Bolivina dilatata	Ruehlemann et al., 2004
ODP 1087	15.31	-31.46	1371.6	0	500	Planktonic foraminifera	Globorotalia inflata	Pierre et al., 2001
ODP 1087	15.31	-31.46	1371.6	0	500	Planktonic foraminifera	Globigerina bulloides	Pierre et al., 2001
ODP 1087	15.31	-31.46	1371.6	0	500	Benthic foraminifera	Cibicides wuellerstorfi	Pierre et al., 2001
ODP 1087	15.31	-31.46	1371.6	0	500	Planktonic foraminifera	Globigerinoides ruber	Pierre et al., 2001
ODP 1088	13.56	-41.14	2082.1	3.33	1103.7	Benthic foraminifera	Cibicoides	Hodell et al., 2003
ODP 1089	9.89	-40.94	4620	3.53	442.62	Planktonic foraminifera	Globigerina bulloides	Cortese et al., 2004
ODP 1089	9.89	-40.94	4620	3.53	442.62	Benthic foraminifera	Cibicidoides spp.	Cortese et al., 2004
ODP 1089	9.89	-40.94	4620	0	615.07	Planktonic foraminifera	Globigerina bulloides	Gersonde et al 1999; hodell et al., 2003
ODP 1089	9.89	-40.94	4620	0	615.07	Benthic foraminifera	Cibicidoides spp.	Gersonde et al 1999; hodell et al., 2003
ODP 1090	8.9	42.91	3701.6	0.83	2903.5	Benthic foraminifera	Cibicoides wuellerstorfi	Hodell et al., 2003
ODP 1090	8.9	42.91	3701.6	0.83	2903.5	Planktonic foraminifera	Globigerina bulloides	Hodell et al., 2003
ODP 1090	8.9	42.91	3701.6	0.83	2903.5	Planktonic foraminifera	Neogloboquadrina pachyderma	Hodell et al., 2003
ODP 1090	8.9	42.91	3701.6	0.83	2903.5	Benthic foraminifera	Cibicides kullenbergi	Hodell et al., 2003
ODP 1094	5.13	-53.18	2807	37.98	443.68	Planktonic foraminifera	Neogloboquadrina pachyderma (sin.)	Kanfoush et al., 2002
ODP 1094	5.13	-53.18	2807	0.21	558.94	Planktonic foraminifera	Neogloboquadrina pachyderma (sin.)	Hodell et al., ms 177sr-120 (scientific results volume 177, chapter 9, t7)
ODP 1098B	-64.21	-64.86	1010.6	9.1	9.34	Planktonic foraminifera	Neogloboquadrina pachyderma	Shevenell et al., 2011
ODP 1089	-64.32	-64.95	1399.8	0	615.07	Planktonic foraminifera	Globigerina bulloides	Hodell et al., 2003
ODP 1089	-64.32	-64.95	1399.8	0	615.07	Benthic foraminifera	Cibicoides	Hodell et al., 2003
ODP 1143	113.29	9.36	2770	0	5020.61	Benthic foraminifera	Cibicidoides wuellerstorf Adjusted data	Cheng et al., 2004 a
ODP 1143	113.29	9.36	2770	0	5020.61	Benthic foraminifera	Cibicidoides wuellerstorf	Cheng et al., 2004 a
ODP 1143	113.29	9.36	2770	0	5020.61	Benthic foraminifera	Uvigerina peregrina Adjusted data	Cheng et al., 2004 a
ODP 1143	113.29	9.36	2770	0	5020.61	Benthic foraminifera	Uvigerina peregrina	Cheng et al., 2004 a
ODP 1143	113.29	9.36	2770	3.6	5018.62	Planktonic foraminifera	Globigerinoides obliquus	Cheng et al., 2004 a
ODP 1143	113.29	9.36	2770	3.6	5018.62	Planktonic foraminifera	Globigerinoides ruber	Cheng et al., 2004 a
ODP 1143	113.29	9.36	2770	0	5020.61	Benthic foraminifera	Cibicides wuellerstorfi	Tian et al., 2002
ODP 1144	117.42	20.05	2037	0.09	1974.7	Planktonic foraminifera	Globigerinoides ruber	Buehring et al., 2001
ODP 1144	117.42	20.05	2037	0.09	1975.6	Planktonic foraminifera	Globigerinoides ruber	Buehring et al., 2004
ODP 1145	117.63	19.58	3175	1.94	143	Benthic foraminifera	Cibicidoides wuellerstorfi	Oppo and sun, 2005
ODP 1145	117.63	19.58	3175	1.94	142.57	Planktonic foraminifera	Globigerinoides ruber	Oppo and sun, 2005
ODP 1146	116.28	19.45	2091	4665.13	5049.03	Planktonic foraminifera	Globigerinoides sacculifer	Clemens et al., 2008
ODP 1146	116.28	19.45	2091	4.16	5023.13	Benthic foraminifera	Uvigerina peregrina	Clemens et al., 2008
ODP 1146	116.28	19.45	2091	5.9	5049.03	Benthic foraminifera	Cibicidoides wuellerstorfi	Clemens et al., 2008
ODP 1146	116.28	19.45	2091	5.9	4885.44	Planktonic foraminifera	Globigerinoides ruber	Clemens et al., 2008
ODP 1146	116.28	19.45	2091	5.04	2155.91	Benthic foraminifera	Uvigerina peregrina	Herbert et al., 2010
ODP 1146	116.28	19.45	2091	50.5	149.38	Benthic foraminifera	Uvigerina peregrina	Caballero-gill et al., 2012
ODP 1146	116.28	19.45	2091	50.5	149.38	Planktonic foraminifera	Globigerinoides ruber	Caballero-gill et al., 2012
ODP 1147	116.55	18.84	3245.5	6	32720	Benthic foraminifera	Benthics	Cheng et al., 2004 b
ODP 1147	116.55	18.84	3245.5	10	21528	Planktonic foraminifera	Planktonics	Cheng et al., 2004 b
ODP 1148	116.57	18.84	3294	0	23000	Benthic foraminifera	Cibicidoides wuellerstorfi	Tian et al., 2008
ODP 1148	116.57	18.84	3294	0	23000	Benthic foraminifera	Uvigerina sp	Tian et al., 2008
ODP 1168A	144.41	-42.61	2463	7.81	929.6	Benthic foraminifera	Cibicidoides wuellerstorfi	Nuernberg et al., 2004b
ODP 1170A	146.05	-47.15	2704	0.21	450.55	Benthic foraminifera	Cibicidoides wuellerstorfi	Nuernberg et al., 2004b
ODP 1172A	149.93	-43.96	2621.9	0	410.75	Benthic foraminifera	Cibicidoides wuellerstorfi	Nuernberg et al., 2004b
ODP 1172A	149.93	-43.96	2621.9	2.11	605.73	Planktonic foraminifera	Globigerina bulloides	Nuernberg et al., 2006
ODP 1172A	149.93	-43.96	2621.9	0	410.75	Benthic foraminifera	Cibicidoides wuellerstorfi	Nuernberg et al., 2006
ODP 1232	-75.9	-39.89	4072	12.47	141.24	Planktonic foraminifera	Globigerina bulloides	Blumberg et al., 2008
ODP 1242	-83.61	7.86	1363	0.77	30.21	Planktonic foraminifera	Neogloboquadrina dutertrei	Benway et al., 2006+b706
ODP 1242	-83.61	7.86	1363	0.77	30.21	Planktonic foraminifera	Globigerinoides ruber	Benway et al., 2006+b706
ODP 552	-23.23	56.04	2301	7	861	Benthic foraminifera	Cibicidoides wuellerstorfi	Karner et al., 2002
ODP 607	-32.96	41	3427	0	861	Benthic foraminifera	Cibicidoides wuellerstorfi	Karner et al., 2002
ODP 609	-24.14	49.53	3900	0	35.5	Planktonic foraminifera	Neogloboquadrina pachyderma left	Bond et al., 1992
ODP 644	2.93	67.23	1227	56.76	135.1	Benthic foraminifera	Benthics	Fronval and jansen, 1997
ODP 644	2.93	67.23	1227	56.76	135.1	Planktonic foraminifera	Planktonics	Fronval and jansen, 1997
ODP 644	2.93	67.23	1227	56	135	Benthic foraminifera	Benthics	Gif (fronval and jansen, 1997)
ODP 644	2.93	67.23	1227	56	135	Planktonic foraminifera	Planktonics	Gif (fronval and jansen, 1997)
ODP 658	-18.58	20.75	2274	0.55	90.95	Benthic foraminifera	Cibicides wuellerstorfi	Sarnthein et al., 1994
ODP 659	-21.03	18.08	3082	5	861	Benthic foraminifera	Benthic stack	Karner et al., 2002
ODP 664	-23.23	0.11	3806	4	861	Benthic foraminifera	Benthic stack	Karner et al., 2002
ODP 668B	-20.93	4.77	2693	1.08	711.58	Planktonic foraminifera	Globigerinoides ruber	Bird and cali, 2002
ODP 677	-83.73	1.2	3450	9	861	Benthic foraminifera	Benthic stack	Karner et al., 2002
ODP 677A	-83.73	1.2	3450	6	2600	Benthic foraminifera	Composite benthics	Shackleton 1990
ODP 677A	-83.73	1.2	3450	6	2602	Planktonic foraminifera	Globeriginoides ruber (all types)	Shackleton 1990
ODP 704A	7.42	-46.88	2543	0.21	663.08	Planktonic foraminifera	Cibicidoides pachyderma	Hodell and ninnemann 2000
ODP 722B	59.8	16.62	2033	6	355.9	Planktonic foraminifera	Globigerinoides sacculifer	Clemens and prell, 2003
ODP 722B	59.8	16.62	2033	6	3739.67	Planktonic foraminifera	Globigerinoides sacculifer	Clemens et al., 1996
ODP 722B	59.8	16.62	2033	6	3730.5	Benthic foraminifera	Uvigerina	Clemens et al., 1996
ODP 769A	121.29	8.79	3656	0	149.47	Planktonic foraminifera	Globigerinoides ruber	Linsley, 1996
ODP 806B	159.36	0.32	2520	4.3	470	Planktonic foraminifera	Globigerinoides ruber	Lea et al., 2000
ODP 806B	159.36	0.32	2520	4.3	1348	Planktonic foraminifera	Globigerinoides ruber	Medina-elizade and lea, 2005
ODP 820A	146.3	-16.64	278	0.43	814.59	Benthic foraminifera	Benthic composite	Lawrence and herbert, 2005
ODP 831B	166.67	-16.01	1066	0.96	14.28	Coral	Porites sp.	Kilbourne et al., 2004
ODP 846	-90.82	-3.1	3296	3	861	Benthic foraminifera	Benthic stack	Karner et al., 2002
ODP 846	-90.82	-3.1	3296	3.09	1834.9	Benthic foraminifera	"""benthic foraminifers"""	Mix, 1995
ODP 846	-90.82	-3.1	3296	-1000	-1000	Unknown	Unknown	Plusieurs ref (jcd, mix, shackleton)
ODP 848B	-110.48	-2.99	3853	0	35	Planktonic foraminifera	Globigerinoides sacculifer	Mcgee et al., 2007
ODP 849	-110.52	0.18	3839	4	861	Benthic foraminifera	Benthic stack	Karner et al., 2002
ODP 849	-110.52	0.18	3839	3.59	4978.19	Benthic foraminifera	"""benthic foraminifers"""	Mix, 1995
ODP 849A	-110.52	0.18	3839	0	30	Planktonic foraminifera	Globigerinoides sacculifer	Mcgee et al., 2007
ODP 850A	-110.52	1.3	3786	0	30	Planktonic foraminifera	Globigerinoides sacculifer	Mcgee et al., 2007
