Id	Longitude	Latitude	Depth	RecentDate	OldestDate	Archive	Material	DOI
278	-88.75	19.83	15	-0.026369	8.18942	Lake	Carbonate	10.1038/375391a0
279	-88.75	19.83	15	-0.026369	8.18942	Lake	Carbonate	10.1038/375391a0
280	-79.7	9.2	60	0.69	2.1795	Speleothem	Speleothem	10.1029/2004JD004694
281	-33	42	3427	0.69	220.8	Ocean	Benthic foraminifera	10.1016/0012-821X(85)90154-2
282	-33	-42	3427	0.4	43.9	Ocean	Benthic foraminifera	10.1029/PA003i003p00317
283	-33	-42	3427	0.4	43.9	Ocean	Benthic foraminifera	10.1029/PA003i003p00317
284	-33	-42	3427	0.69	220.8	Ocean	Benthic foraminifera	10.1029/92PA02253
285	-77.65	17.42	1020	0.59	13.15	Ocean	Benthic foraminifera	
286	-77.65	17.42	1020	0.59	13.15	Ocean	Benthic foraminifera	
287	-77.65	17.42	1020	0.59	11.65	Ocean	Planktonic foraminifera	
288	-77.65	17.42	1020	0.59	11.65	Ocean	Planktonic foraminifera	
289	-157	2	1	0.38862	0.43429	Ocean	Coral	10.1126/science.1228246
290	-157	2	1	-0.05738	0.01171	Ocean	Coral	10.1126/science.1228246
291	32.48	67.95	475.3	0.0095	9.3	Lake	Non-Carbonate	10.1016/j.quascirev.2003.06.014.
292	-78.07	26.07	965	0.36	52	Ocean	Benthic foraminifera	10.1029/GM112p0059
293	-23.02	61.18	1869	0.88	58.44	Ocean	Benthic foraminifera	10.1029/GM112p0059
294	59.7953	16.6218	2033	6	3739.666667	Ocean	Planktonic foraminifera	10.1126/science.274.5289.943
295	59.7953	16.6218	2033	6	3730.5	Ocean	Benthic foraminifera	10.1126/science.274.5289.943
296	59.7953	16.6218	2033	6	355.9	Ocean	Planktonic foraminifera	10.1016/S0025-3227(03)00207-X
297	59.861667	16.625	1890	3.69	224	Ocean	Planktonic foraminifera	10.1016/S0025-3227(03)00207-X
298	116.275	19.45	2091	5.9	4885.44	Ocean	Planktonic foraminifera	10.1029/2008PA001638
299	116.275	19.45	2091	4665.13	5049.03	Ocean	Planktonic foraminifera	10.1029/2008PA001638
300	116.275	19.45	2091	4.16	5023.13	Ocean	Benthic foraminifera	10.1029/2008PA001638
301	116.275	19.45	2091	5.9	5049.03	Ocean	Benthic foraminifera	10.1029/2008PA001638
302	-83.266	24.26	648	1.540836364	12.5105	Ocean	Planktonic foraminifera	10.1016/j.marmicro.2009.07.001
303	-75.201	34.973	620	0.4710625	12.47465812	Ocean	Planktonic foraminifera	10.1016/j.marmicro.2009.07.001
304	-95.9	23	3054	0.53	12.47	Ocean	Planktonic foraminifera	10.1016/j.marmicro.2009.07.001
305	77.88925	-68.80236	37	1.234	11.218	Ocean	Others	10.1016/j.palaeo.2010.08.002
306	-162.13333	5.86667	9	-0.04837	0.06387	Ocean	Coral	10.1029/2001gl012919
307	29.183	-24	1420	-0.048	24.37818032	Speleothem	Speleothem	10.1016/S0277-3791(03)00204-X
308	29.183	-24	1420	-0.048	24.37818032	Speleothem	Speleothem	10.1016/S0277-3791(03)00204-X
309	29.183	-24	1420	-0.046	0.313572024	Speleothem	Speleothem	10.1038/srep01767
310	-91.97	43.47	356	-0.04	7.776	Speleothem	Speleothem	10.1130/0091-7613(1999)?027<0815:EFICSM>?2.3.CO;2 
311	-91.97	43.47	356	1.096	7.475	Speleothem	Speleothem	10.1130/0091-7613(1999)?027<0815:EFICSM>?2.3.CO;2 
312	-91.97	43.47	356	1.977	8.598	Speleothem	Speleothem	10.1130/0091-7613(1999)?027<0815:EFICSM>?2.3.CO;2 
313	40	-3	6	-0.043	0.15	Ocean	Coral	10.1126/science.287.5453.617
314	-77.3	-5.93	860	0.29	6.32	Speleothem	Speleothem	10.1038/ncomms2415
315	-77.3	-5.93	860	4.28	54.36	Speleothem	Speleothem	10.1038/ncomms2415
316	166.88333	-15.63333	10	11.956	12.449	Ocean	Coral	10.1038/nature02506
317	9.15	42.08	1690	-0.06	-0.011	Tree	Cellulose	10.1016/j.chemgeo.2012.03.013
318	9.15	42.08	1690	-0.06	-0.011	Tree	Cellulose	10.1016/j.chemgeo.2012.03.013
319	9.15	42.08	1690	-0.06	-0.011	Tree	Cellulose	10.1016/j.chemgeo.2012.03.013
320	9.15	42.08	1690	-0.06	-0.011	Tree	Cellulose	10.1016/j.chemgeo.2012.03.013
321	9.15	42.08	1690	-0.06	-0.011	Tree	Cellulose	10.1016/j.chemgeo.2012.03.013
322	9.15	42.08	1690	-0.06	-0.011	Tree	Cellulose	10.1016/j.chemgeo.2012.03.013
323	9.893983	-40.936333	4620	3.53	442.62	Ocean	Planktonic foraminifera	10.1016/j.epsl.2004.03.029
324	9.893983	-40.936333	4620	3.53	442.62	Ocean	Benthic foraminifera	10.1016/j.epsl.2004.03.029
325	-76.3917	38.8867	26	0.5	282.454	Ocean	Benthic foraminifera	10.1029/2005PA001145
326	-76.39133	38.886333	26	-0.0485	0.981501	Ocean	Benthic foraminifera	10.1029/2005PA001145
327	-76.3917	38.8867	26	-0.0485	0.9815	Ocean	Benthic foraminifera	10.1029/2005PA001145
328	-75.81	37.89	8	-0.037	0.1711	Ocean	Benthic foraminifera	10.1029/2005PA001145
329	-75.87	37.7	15	-0.029	0.442	Ocean	Benthic foraminifera	10.1029/2005PA001145
330	-76.391333	38.886333	26	0.29	7.06	Ocean	Benthic foraminifera	10.1029/2005PA001145
331	-76.309722	38.3333	11.5	-0.0339	0.4393	Ocean	Benthic foraminifera	10.1029/2005PA001145
332	-70.646	41.887	28	0	14.278	Lake	Non-Carbonate	10.1006/qres.2001.2273
333	160.23	-56.66	3910	3.22	288.44	Ocean	Planktonic foraminifera	10.1016/S0377-8398(03)00072-0
334	-118.82	36.59	332	0	2.906	Speleothem	Speleothem	10.1191/095968399674716399 
335	-118.82	36.59	1386	-0.057	1.096	Speleothem	Speleothem	10.1038/ngeo1862
336	82	19	400	0.62475	1.5621	Speleothem	Speleothem	10.1016/j.epsl.2009.12.017
337	-61.13	77.17	1885	-0.017	0.708	Ice	Ice	10.1126/science.166.3903.377
338	-44.58	70.3	2410	-0.017	0.774	Ice	Ice	10.1038/255024a0
339	17.88	-19.4	1320	0.018	4.618	Speleothem	Speleothem	10.1016/j.palaeo.2013.02.030
340	17.88	-19.4	1320	0.018	4.618	Speleothem	Speleothem	10.1016/j.palaeo.2013.02.030
341	-179.2333	-16.8166	10	-0.04733	0.169	Ocean	Coral	10.1016/j.palaeo.2012.11.012
342	85.71667	28.38333	7200	-0.046	0.5	Ice	Ice	10.1126/science.289.5486.1916
343	85.71667	28.38333	7200	-0.043	0.9455	Ice	Ice	10.1126/science.289.5486.1916
344	106.8	-78.4666	3488	-0.05806	0.00049	Ice	Ice	10.1073/pnas.1215209110
345	106.8	-78.4666	3488	-0.05806	0.00049	Ice	Ice	10.1073/pnas.1215209110
346	6.53	45.01	2050	-0.055	0.037	Tree	Cellulose	10.1016/j.epsl.2011.07.003
347	106.3	33.133	870	-0.0327	0.7011	Speleothem	Speleothem	10.1016/j.palaeo.2009.06.030
348	93.95	38.87	2800	-0.057	1.657	Lake	Non-Carbonate	10.1177/0959683613486941
349	93.95	38.87	2800	-0.057	1.657	Lake	Non-Carbonate	10.1177/0959683613486941
350	-95.2358	47.4102	1349	7.844	11.907	Lake	Carbonate	10.1038/22728
351	141.7667	2.03333	2547	6	1755	Ocean	Planktonic foraminifera	10.1038/nature03189
352	146.23333	1.41667	1960	3.67	30.09	Ocean	Planktonic foraminifera	10.1029/2006PA001269
353	146.23333	1.41667	1960	3.67	30.09	Ocean	Planktonic foraminifera	10.1029/2006PA001269
354	-79.38	11.49	3051	0.6	1135	Ocean	Benthic foraminifera	10.1029/92PA00420
355	79.04	43.13	719	59.8	567.7	Speleothem	Speleothem	http://pubs.usgs.gov/of/1997/ofr97-792/
356	79.04	43.13	719	4.5	567.7	Speleothem	Speleothem	http://pubs.usgs.gov/of/2011/1082/
357	-92.3	38.9	250	0.74	3.649	Speleothem	Speleothem	10.1016/j.yqres.2007.04.001
358	-92.3	38.9	250	1.857	3.598	Speleothem	Speleothem	10.1016/j.yqres.2007.04.001
359	-82.5	75.33	1900	-0.023	0.15	Ice	Ice	
360	39.66667	-77.31667	3810	-0.02	339.55	Ice	Ice	10.5194/cp-8-1109-2012 
361	39.66667	-77.31667	3810	296.84	360.85	Ice	Ice	10.5194/cp-8-1109-2012 
362	39.66667	-77.31667	3810	-0.05	339.45	Ice	Ice	10.1038/nature06015
363	-99.91	18.18	1030	1.278	10.87	Speleothem	Speleothem	10.1016/j.yqres.2010.09.002
364	-77.5	-5.73	960	2.4	174.44	Speleothem	Speleothem	10.1038/ncomms2415
365	-77.5	-5.73	960	86.82	101.86	Speleothem	Speleothem	10.1038/ncomms2415
366	-77.5	-5.73	960	109.77	118.94	Speleothem	Speleothem	10.1038/ncomms2415
367	-77.5	-5.73	960	217.421	246.36	Speleothem	Speleothem	10.1038/ncomms2415
368	-77.5	-5.73	960	191.66	237.11	Speleothem	Speleothem	10.1038/ncomms2415
369	-10.05806	57.02	2130	40.32	56.07391	Ocean	Benthic foraminifera	10.1029/2008PA001595
370	-10.05806	57.02	2130	40.22	56.36609	Ocean	Planktonic foraminifera	10.1029/2008PA001595
371	-10.05806	57.02	2130	39.96	56.2687	Ocean	Planktonic foraminifera	10.1029/2008PA001595
372	16.2	39.93	1900	-0.053	0.346	Tree	Cellulose	
373	-41.57	-12.37	680	0.039	2.765	Speleothem	Speleothem	 10.1029/2012GL053936
374	-3.430333	-75.5815	2669	-0.044	1.485	Ice	Ice	10.3189/172756404781814032
375	-3.430333	-75.5815	2669	-0.044	1.485	Ice	Ice	10.3189/172756404781814032
376	-9.860722	-71.457222	630	-0.051	-0.045	Ice	Ice	10.3189/002214310793146296
377	-9.860722	-71.457222	630	-0.051	-0.046	Ice	Ice	10.3189/002214310793146296
378	-6.69	-71.162	690	-0.056	-0.01	Ice	Ice	10.3189/002214310793146296
379	-6.667	-71.568	539	-0.056	-0.009	Ice	Ice	10.3189/002214310793146296
380	-9.9167	-71.408	655	-0.056	0.015	Ice	Ice	10.3189/002214310793146296
381	-9.558	-72.064	760	-0.056	-0.012	Ice	Ice	10.3189/002214310793146296
382	39.666	-77.31667	3810	115.046	145.985	Ice	Ice	10.5194/cp-7-397-2011
383	39.666	-77.31667	3810	-0.02686	30.9815	Ice	Ice	10.5194/cp-7-397-2011
384	39.66667	-77.31667	3810	0.125	29.625	Ice	Ice	10.1038/nature06015
385	123.395	-75.102	3233	7.61	24.8	Ice	Ice	10.5194/cp-8-1-2012
386	123.395	-75.102	3233	0.003	39.439	Ice	Ice	10.1038/280644a0
387	123.395	-75.102	3233	0.003	39.439	Ice	Ice	10.1038/280644a0
388	123.395	-75.102	3233	7.61	24.8	Ice	Ice	10.5194/cp-8-1-2012
389	123.395	-75.102	3233	0.003	39.439	Ice	Ice	10.1038/280644a0
390	123.395	-75.102	3233	0.003	39.439	Ice	Ice	10.1038/280644a0
391	123.395	-75.102	3233	0.003	39.439	Ice	Ice	10.1038/280644a0
392	108.08	25.28	680	91.2	163.5	Speleothem	Speleothem	10.1126/science.1091220 
393	108.08	25.28	680	0	148.4	Speleothem	Speleothem	10.1126/science.1091220 
394	108.08	25.28	680	-0.05	8.88	Speleothem	Speleothem	10.1126/science.1106296 
395	108.08	25.28	680	-0.016501	15.8102857	Speleothem	Speleothem	10.1016/j.epsl.2005.01.036
396	108.08	25.28	680	99.44714634	125.309	Speleothem	Speleothem	10.1016/j.palaeo.2005.11.042
397	108.08	25.28	680	120.3593235	146.2578824	Speleothem	Speleothem	10.1016/j.palaeo.2005.11.042
398	-18.5808	20.7492	2274	0.55	90.95	Ocean	Benthic foraminifera	10.1029/93PA03301
399	-86.463	0.0216	2941	6.57	54.08	Ocean	Benthic foraminifera	10.1016/j.epsl.2014.04.008
400	-82.7867	-1.8533	2203	2.65	181.14	Ocean	Benthic foraminifera	10.1016/j.epsl.2014.04.008
401	-83.6	7.85	1368	0.6	85	Ocean	Benthic foraminifera	10.1016/j.epsl.2014.04.008
402	96.4	38.1	5325	-0.0335	1.4255	Ice	Ice	10.1073/pnas.0603900103
403	96.4	38.1	5325	-0.037	0.94	Ice	Ice	10.1126/science.246.4929.474
404	-128.083333	64.65	1360	-0.042503	11.326364	Lake	Non-Carbonate	10.1007/s10933-012-9617-2
405	-46.18	66.38	2338	-0.024	0.208	Ice	Ice	10.1029/GM033
406	172.3443	5.5572	1254	0	537.15	Ocean	Planktonic foraminifera	110.1130/G33425.1
407	-139.47	60.52	3017	-0.044	0.055	Ice	Ice	10.1029/2001GL013037
408	-139.47	60.52	3017	-0.0465	0.055739	Ice	Ice	10.1029/2001GL013037
409	123.35	-75.1	3233	0.038	801.717	Ice	Ice	10.1126/science.1226368
410	123.35	-75.1	3233	0	739.973	Ice	Ice	10.1038/nature02599
411	123.35	-75.1	3233	0.038	801.662	Ice	Ice	10.1126/science.1141038
412	123.35	-75.1	3233	0.0337691	29.64435	Ice	Ice	10.1126/science.1141038 
413	123.35	-75.1	3233	115.01	145.063	Ice	Ice	10.5194/cp-7-397-2011
414	123.35	-75.1	3233	0.0384	30.9828	Ice	Ice	10.5194/cp-7-397-2011
415	123.35	-75.1	3233	0.038373795	801.662	Ice	Ice	10.1126/science.1141038 
416	123.35	-75.1	3233	0.0425	145.925	Ice	Ice	10.1029/2000GL012243
417	123.35	-75.1	3233	0.0425	44.82174	Ice	Ice	10.1029/2000GL012243
418	0.0684	-75.0025	2891	1.2143	7.0933	Ice	Ice	10.3189/172756404781814032
419	0.0684	-75.0025	2891	53.49	84.536	Ice	Ice	10.1038/ngeo1922
420	0.0684	-75.0025	2891	-0.047	30.976	Ice	Ice	10.5194/cp-7-397-2011
421	0.0684	-75.0025	2891	0.0739909	29.61225	Ice	Ice	10.1038/nature05301
422	-86.46	0.0217	2941	6.49	49.84	Ocean	Benthic foraminifera	10.1002/2013PA002499
423	-86.46	0.0217	2941	6.49	51.47	Ocean	Benthic foraminifera	10.1002/2013PA002499
424	3.73333	60.86667	345	-0.047	1.94164	Ocean	Benthic foraminifera	10.1177/0959683606hl991rp
425	-17.699833	66.551667	470	0.055	2.160616	Ocean	Planktonic foraminifera	10.1177/0959683606hl991rp
426	-9.36389	38.55817	96	-0.051	2.105	Ocean	Planktonic foraminifera	10.1177/0959683606hl991rp
427	-9.36389	38.55817	96	-0.051	2.105	Ocean	Benthic foraminifera	10.1177/0959683606hl991rp
428	34.9333	29.5167	15	-0.04621	-0.03721	Ocean	Coral	10.1007/s00338-003-0321-6
429	34.9333	29.5167	15	-0.04621	-0.04025	Ocean	Coral	10.1007/s00338-003-0321-6
430	34.9333	29.5167	15	-0.04608	-0.04025	Ocean	Coral	10.1007/s00338-003-0321-6
431	-78.07	26.07	965	0.36	52	Ocean	Benthic foraminifera	10.1029/GM112p0059
432	-27.9	57.4575	2620	7.2	9.19	Ocean	Planktonic foraminifera	10.1126/science.1127213
433	-117.35	33.66	377	9.228	18.634	Lake	Non-Carbonate	10.1016/j.quascirev.2013.05.023
434	-57.6	33.6	4450	1.7	18.9	Ocean	Benthic foraminifera	10.1038/330035a0
435	-57.6	33.6	4450	9.584761905	18.96923077	Ocean	Planktonic foraminifera	10.1038/330035a0
436	156.058	4.85	3585	4.1	25.6	Ocean	Planktonic foraminifera	10.1029/PA004i002p00181
437	160.8	-1.747	3383	0.25	19.75	Ocean	Planktonic foraminifera	10.1029/PA004i002p00181
438	161.975	0.007	4441	0.42	36.81	Ocean	Planktonic foraminifera	10.1029/PA004i002p00181
439	162.702	-0.027	4441	0.39	27.89	Ocean	Planktonic foraminifera	10.1029/PA004i002p00181
440	160.993	0.875	3509	0.26	20.69	Ocean	Planktonic foraminifera	10.1029/PA004i002p00181
441	161.605	1.1	3848	1.45	22.87	Ocean	Planktonic foraminifera	10.1029/PA004i002p00181
442	162.393	1.362	4118	0.42	29.19	Ocean	Planktonic foraminifera	10.1029/PA004i002p00181
443	167.6765	-77.515	1600	-0.056897	0.477354	Ice	Ice	10.5194/cp-8-1223-2012
444	167.6765	-77.515	1600	-0.056897	0.477354	Ice	Ice	10.5194/cp-8-1223-2012
445	167.6765	-77.515	1600	-0.056897	0.477354	Ice	Ice	10.5194/cp-8-1223-2012
446	2.67	48.38	130	-0.057	0.354	Tree	Cellulose	10.5194/cp-4-91-2008
447	2.67	48.38	130	-0.057	0.354	Tree	Cellulose	10.5194/cp-4-91-2008
448	-157.3	2	9	-0.04363	0.01171	Ocean	Coral	10.1016/j.gca.2004.01.006.
449	-72	42	186	0.034125	0.044125	Tree	Cellulose	10.1016/j.gca.2004.01.006
450	-85	10	300	-0.05075	-0.0154583	Tree	Cellulose	10.1016/j.gca.2004.01.006
451	-84	10	40	-0.051292	-0.035042	Tree	Cellulose	10.1016/j.gca.2004.01.006
452	-44.195	5.9067	4056	2.99	150.16	Ocean	Benthic foraminifera	10.1029/96PA02413
453	-44.195	5.9067	4056	2.99	151.31	Ocean	Planktonic foraminifera	10.1029/96PA02413
454	-25	61	1917	57.5264	135.1	Ocean	Benthic foraminifera	10.1029/2000PA000527
455	-25	61	1917	57.5264	135.1	Ocean	Planktonic foraminifera	10.1029/2000PA000527
456	-45.09	48.8	1251	109.9	134.05	Ocean	Benthic foraminifera	10.5194/cp-8-483-2012
457	-117.5833	31.25	2042	6.71	194.31	Ocean	Planktonic foraminifera	10.1029/1999PA000375
458	-117.5833	31.25	2042	1.9	194.31	Ocean	Benthic foraminifera	10.1029/1999PA000375
459	-117.37	32.07	1299	2.66	170.16	Ocean	Planktonic foraminifera	10.1029/1999PA000375
460	-117.37	32.07	1299	-1.39	170.16	Ocean	Benthic foraminifera	10.1029/1999PA000375
461	-118.4	32.2833	1759	1.52	155.18	Ocean	Planktonic foraminifera	10.1029/1999PA000375
462	-118.4	32.2833	1759	2.18	198.38	Ocean	Benthic foraminifera	10.1029/1999PA000375
463	-118.13	32.48333	1818	2.99	110.24	Ocean	Planktonic foraminifera	10.1029/1999PA000375
464	-118.13	32.48333	1818	2.16	107.02	Ocean	Benthic foraminifera	10.1029/1999PA000375
465	-118.8	32.8	1442	0.43	126.32	Ocean	Planktonic foraminifera	10.1029/1999PA000375
466	-118.8	32.8	1442	0.43	130.98	Ocean	Benthic foraminifera	10.1029/1999PA000375
467	-119.9667	32.86667	1194	0.95	113.23	Ocean	Planktonic foraminifera	10.1029/1999PA000375
468	-119.9667	32.86667	1194	0.95	135.08	Ocean	Benthic foraminifera	10.1029/1999PA000375
469	-160	4	1	-0.05554	0.000458	Ocean	Coral	10.1126/science.1228246
470	-155.5082	72.1555	369	0.28	6.66	Ocean	Benthic foraminifera	10.1029/2011GL049714
471	-155.5082	72.1555	369	0.052	6.66	Ocean	Benthic foraminifera	10.1029/2011GL049714
472	15.81	67.22	160	-0.047	7.5152	Speleothem	Speleothem	10.5194/cp-5-667-2009
473	-75.966	43.05	500	3.236	14.611	Lake	Carbonate	10.1130/0016-7606(2002)114<1326:LGHACA>2.0.CO;2 
474	34.30167	27.83583	5.5	-0.04558	0.19892	Ocean	Coral	10.1029/1999PA000477
475	34.973	29.459	18	-0.04625	-0.04108	Ocean	Coral	10.1038/nature02546
476	34.9192	29.504	4	-0.043083	-0.038083	Ocean	Coral	10.1038/nature02546
477	34.919167	29.502667	15	-0.045083	-0.038083	Ocean	Coral	10.1038/nature02546
478	10.28	44.02	840	95.2471639	117.5538176	Speleothem	Speleothem	10.1130/G23161A.1
479	-82.5	75.33	1900	-0.008	0.441	Ice	Ice	
480	-37.6935	65.6107	73	0.308	8.56	Lake	Non-Carbonate	10.1177/0959683613493938
481	-37.6935	65.6107	73	0.308	8.56	Lake	Non-Carbonate	10.1177/0959683613493938
482	-37.6935	65.6107	73	0.308	8.56	Lake	Non-Carbonate	10.1177/0959683613493938
483	-37.6935	65.6107	73	0.308	8.56	Lake	Non-Carbonate	10.1177/0959683613493938
484	11.67	47.11	2524	-0.013	9.9306	Speleothem	Speleothem	10.1177/0959683612465446 
485	11.67	47.11	2524	9.6365	10.7961	Speleothem	Speleothem	10.1177/0959683612465446 
486	-105.4433	33.5067	1864	11.36691083	55.90294809	Speleothem	Speleothem	10.1038/ngeo754
487	-105.4433	33.5067	1864	11.396	25.9	Speleothem	Speleothem	10.1130/G33226.1 
488	-50.57944	-77.57861	58	-0.035	-0.031	Ice	Ice	hdl:10013/epic.11645.d001
489	-52.50639	-78.42778	68	-0.041	-0.02	Ice	Ice	hdl:10013/epic.11645.d001
490	-50.50139	-77.12917	43	-0.035	-0.031	Ice	Ice	hdl:10013/epic.11645.d001
491	-52.80417	-77.86722	69	-0.033	-0.029	Ice	Ice	hdl:10013/epic.11645.d001
492	-54.04694	-78.24194	67	-0.033	-0.029	Ice	Ice	hdl:10013/epic.11645.d001
493	-55.43167	-78.60611	92	-0.03	0.489	Ice	Ice	hdl:10013/epic.11645.d001
494	-55.43167	-78.60611	92	-0.03	0.489	Ice	Ice	hdl:10013/epic.11645.d001
495	-55.43167	-78.60611	75	-0.033	-0.028	Ice	Ice	hdl:10013/epic.11645.d001
496	-56.84	-78.94611	75	-0.033	-0.028	Ice	Ice	hdl:10013/epic.11645.d001
497	-52.267	-76.981	41	-0.039	-0.016	Ice	Ice	hdl:10013/epic.11645.d001
498	-55.978	-77.9375	61	-0.039	-0.015	Ice	Ice	hdl:10013/epic.11645.d001
499	-55.978	-77.9375	61	-0.039	-0.015	Ice	Ice	hdl:10013/epic.11645.d001
500	-55.97833	-77.9375	61	-0.039	-0.037	Ice	Ice	hdl:10013/epic.11645.d001
501	-56.98	-78.30194	64	-0.039	-0.016	Ice	Ice	hdl:10013/epic.11645.d001
502	-56.98	-78.30194	64	-0.039	-0.038	Ice	Ice	hdl:10013/epic.11645.d001
503	-56.04	-77.355	55	-0.035	-0.034	Ice	Ice	hdl:10013/epic.11645.d001
504	-57.917	-81.617	133	-0.039	0.014	Ice	Ice	hdl:10013/epic.11645.d001
505	-51.53333	-77.99167	65	-0.044	-0.018	Ice	Ice	hdl:10013/epic.11645.d001
506	-52.47333	-78.41333	68	-0.044	-0.017	Ice	Ice	hdl:10013/epic.11645.d001
507	-53.47333	-78.84	71	-0.044	-0.015	Ice	Ice	hdl:10013/epic.11645.d001
508	-54.20167	-79.26833	75	-0.044	-0.015	Ice	Ice	hdl:10013/epic.11645.d001
509	-54.89167	-79.67	85	-0.044	-0.016	Ice	Ice	hdl:10013/epic.11645.d001
510	-55.5	-80	93	-0.044	-0.023	Ice	Ice	hdl:10013/epic.11645.d001
511	-55.98	-80.43	104	-0.044	-0.003	Ice	Ice	hdl:10013/epic.11645.d001
512	-57.88833	-81.605	132	-0.044	0.003	Ice	Ice	10.3189/172756499781820987
513	-57.88833	-81.605	132	-0.044	0.003	Ice	Ice	10.3189/172756499781820987
514	-57.82667	-82.335	143	-0.044	0.004	Ice	Ice	10.3189/172756499781820987
515	-58.69167	-82.75	145	-0.044	0.004	Ice	Ice	10.3189/172756499781820987
516	-58.69167	-82.75	145	-0.044	0.004	Ice	Ice	10.3189/172756499781820987
517	-59.575	-83.16667	163	-0.044	0.001	Ice	Ice	10.3189/172756499781820987
518	-59.575	-83.16667	163	-0.044	0.001	Ice	Ice	10.3189/172756499781820987
519	-59.635	-84.81833	1191	-0.044	-0.009	Ice	Ice	10.3189/172756499781820987
520	-59.635	-84.81833	1191	-0.044	-0.009	Ice	Ice	10.3189/172756499781820987
521	-59.635	-84.81833	1191	-0.044	-0.009	Ice	Ice	10.3189/172756499781820987
522	-120.036	34.2875	576	104.13	144.68	Ocean	Planktonic foraminifera	10.1029/2000PA000594
523	120.066667	34.266667	575	0.91	10.97	Ocean	Planktonic foraminifera	10.1029/2002GL016834
524	120.066667	34.266667	575	0.91	10.97	Ocean	Planktonic foraminifera	10.1029/2002GL016834
525	94.8	80.5	750	-0.04824	0.237995	Ice	Ice	10.3189/172756405781812862
526	6.036667	-22.915	2505	0.75	368	Ocean	Benthic foraminifera	10.1007/978-3-642-80353-6_30
527	-7.59166	-3.48	4035	0.21	586	Ocean	Benthic foraminifera	10.1007/978-3-642-80353-6_30
528	-12.428332	-1.665	3230	0.24	366.85	Ocean	Benthic foraminifera	10.1007/978-3-642-80353-6_30
529	-10.75	-5.778333	3128	1	271	Ocean	Benthic foraminifera	10.1007/978-3-642-80353-6_30
530	-14.89666	-3.815	3984	2.61	362	Ocean	Benthic foraminifera	10.1007/978-3-642-80353-6_30
531	100.00213	-1.008	964	0	40.12	Ocean	Planktonic foraminifera	10.1016/j.epsl.2010.01.024
532	103.0041	-5.01562	1891	0	39.59	Ocean	Planktonic foraminifera	10.1016/j.epsl.2010.01.024
533	103.0041	-5.01562	1891	0.44	39.59	Ocean	Benthic foraminifera	10.1016/j.epsl.2010.01.024
534	112.01454	-8.01127	1375	0.24	21.98	Ocean	Planktonic foraminifera	10.1038/ngeo1209
535	112.01454	-8.01127	1375	0.24	21.98	Ocean	Planktonic foraminifera	10.1038/ngeo1209
536	10.31865	-6.58235	3124	3.2	190.5	Ocean	Planktonic foraminifera	10.1029/94PA03308
537	10.31865	-6.58235	3124	0.4	190.5	Ocean	Planktonic foraminifera	10.1029/94PA03308
538	11.681	-11.7705	3409	0.9	200.6	Ocean	Planktonic foraminifera	10.1029/94PA03308
539	11.681	-11.7705	3409	0.9	200.6	Ocean	Planktonic foraminifera	10.1029/94PA03308
540	11.681	-11.7705	3409	99.7	140.1	Ocean	Benthic foraminifera	10.1002/2013GL058999
541	11.681	-11.7705	3409	99.7	140.1	Ocean	Benthic foraminifera	10.1002/2013GL058999
542	11.681	-11.7705	3409	103	144.6	Ocean	Benthic foraminifera	10.1002/2013GL058999
543	9.185833	-20.104	2209	0	219.4	Ocean	Planktonic foraminifera	10.1029/94PA03308
544	9.185833	-20.104	2209	0	219.4	Ocean	Planktonic foraminifera	10.1029/94PA03308
545	9.185833	-20.104	2209	100.6	145.6	Ocean	Benthic foraminifera	10.1002/2013GL058999
546	9.185833	-20.104	2209	100.6	145.6	Ocean	Benthic foraminifera	10.1002/2013GL058999
547	5.421667	-21.735	3731	0	902.67	Ocean	Benthic foraminifera	10.1007/978-3-642-80353-6_30
548	5.0317	-21.6017	4450	0	902.67	Ocean	Benthic foraminifera	10.1007/978-3-642-80353-6_30
549	5.0317	-21.6017	4450	0	902.67	Ocean	Benthic foraminifera	10.1007/978-3-642-80353-6_30
550	5.0317	-21.6017	4450	0	902.67	Ocean	Benthic foraminifera	10.1007/978-3-642-80353-6_30
551	-10.98	1.658333	4567	0.38	540.8	Ocean	Benthic foraminifera	10.1007/978-3-642-80353-6_30
552	-11.0367	-5.745	2374	4.36	423.5	Ocean	Planktonic foraminifera	10.1029/93PA03301
553	-11.0367	-5.745	2374	4.36	338.33	Ocean	Benthic foraminifera	10.1029/93PA03301
554	-11.0367	-5.745	2374	0.36	7.99	Ocean	Planktonic foraminifera	10.1029/93PA03301
555	-11.0367	-5.745	2374	0.36	7.99	Ocean	Benthic foraminifera	10.1029/93PA03301
556	-12.56	-3.561667	2945	0.57	130	Ocean	Benthic foraminifera	10.1007/978-3-642-80353-6_30
557	-16.42833	-3.56	4671	0.38	305.11	Ocean	Benthic foraminifera	10.1007/978-3-642-80353-6_30
558	-43.666667	4.238333	3129	0.1597	69.07903	Ocean	Benthic foraminifera	10.1007/s003820050321
559	-43.666667	4.238333	3129	0.1597	69.07903	Ocean	Benthic foraminifera	10.1007/s003820050321
560	-41.621667	3.831667	3292	77	128.5	Ocean	Planktonic foraminifera	10.1029/1999PA000474
561	12.37666	-23.315	1967	0.24	59	Ocean	Benthic foraminifera	10.1007/s003820050321
562	-36.6366	-4.61333	830	0.46	14.34	Ocean	Planktonic foraminifera	10.1007/s003670050111
